,funds,link,location,summary,title
352,"
$1,654 raised of $1,634                    ",https://www.gofundme.com/updegrove,"Duluth, MN","A healthy, respectful debate is crucial to having a vibrant political party. We are currently seeing in the Republican Party what can happen when unity and loyalty is more important than critical thinking.  As a national delegate for Bernie Sanders, I would like to see more of the super delegates...",Gov't Teacher and Bernie Delegate
353,"
$1,950 raised of $2,600                    ",https://www.gofundme.com/antifafestus,"Miami, FL","The United States is in a time of great sociopolitical upheaval now. Racism and xenophobia are being expressed by millions in a tone and intensity that hasn't been experienced since the 60's civil rights struggles. A fascistic (or ultraright populist, depending on your definition) Republican Pres...",Antifascist Festival in the U.S.
354,"
$2,832 raised of $10,000                    ",https://www.gofundme.com/help-adam-bring-attention-to-grifters,"Harrisburg, PA","I’ve had an amazing run these past two and a half years. After spending my entire adult life building a life of public service and political experience, I had an epiphany when I opted to leave an RNC paid position in 2016 so I could exclusively campaign for Donald Trump.   Quite frankly, my wife,...",Help Adam Bring Attention To Grifters
355,"
£1,670 raised of £2,000                    ",https://www.gofundme.com/27z22ydg, ,"most people will be aware by now of the untimely an tragic passing of Tam...Tam was a larger than life character who left an impression on everyone who came into contact with him...a proud Irish Republican , Tam also loved his Reggae and Ska music and his untimely passing will be felt by his fami...",Tams Repatriation
356,"
$1,046 raised of $1,000                    ",https://www.gofundme.com/hu-cs-kickback,"Washington, DC","TL;DR - Donate directly to the GoFundMe  Get tickets here! - https://www.eventbrite.com/e/much-needed-br-tickets-52892273213  “I don't believe in the Republican party or the Democratic party. I just believe in parties.” - Dr. Keeling, 2018  Are you tired of asking for EXCEPTIONS? Are there too ma...",HU CS Kickback
357,"
$2,145 raised of $2,000                    ",https://www.gofundme.com/aaronflipstexas,"Oakland, CA","Summary story: I believe our upcoming mid-term elections  are the most important in my lifetime. I am deeply concerned that we have never been closer to losing our democracy, except perhaps during the civil war.  Your donation will help me cover the expenses of traveling to Texas to support the c...",Turn Texas Blue
358,"
$2,563 raised of $3,000                    ",https://www.gofundme.com/6w8z5g-support-third-party-ballot-access,"San Francisco, CA","Gloria La Riva — Peace and Freedom Party candidate for Governor 2018 Gloria La Riva is a veteran social justice, anti-war and union activist and organizer. She was 2010 and 2014 candidate for governor, and 2016 Peace and Freedom Party and Party for Socialism and Liberation candidate for U.S. pres...",Support Third Party Ballot Access!
359,"
$8,015 raised of $6,000                    ",https://www.gofundme.com/chris039-ugandan-human-rights-mission,"Whitman, MA","Sometimes, talking a good game is enough... but not for me. It's time to do some real good for a people badly in need of education, and protection. Sometimes, you are called to service ... and you have to answer the voice.   Today, I have begun the process of going on a human rights education and...",Chris’ Ugandan Human Rights Mission
360,"
$2,020 raised of $3,503                    ",https://www.gofundme.com/kellycampaignschool,"Round Rock, TX","Dear friends,  On April 22, I received my official acceptance to attend the Women's Campaign School in New Haven, Connecticut. This is a competitive, week long intensive program on the campus of Yale University, and I have been chosen to join the Class of 2018 this summer!   A little bit about wh...",Kelly Darby Campaign School
361,"
$4,115 raised of $7,500                    ",https://www.gofundme.com/REST-in-Philly,"Philadelphia, PA","UPDATE: REST in Philly has welcomed Irene on June 23, 2017.  We are working with Bethany Christian Services to try and bring in the rest of his family, despite the recent Supreme Court ruling bringing a 120 day halt to refugee resettlement in the US.  REST in Philly (Refugee Empowerment Support T...",REST in Philly
362,"
$100 raised of $150                    ",https://www.gofundme.com/tomb-of-the-unknown-soldier-wreath,"Benson, NC","The Johnston County Young Republicans will be participating in a wreath laying at Arlington National Cemetery.  Show your support and honor for the nation's fallen heroes ""known but to God"" by helping us provide the Tomb of the Unknown Soldier with a beautiful wreath straight from a hometown, loc...",Tomb of the Unknown Soldier Wreath
363,"
$2,376 raised of $1,500                    ",https://www.gofundme.com/simon8,"Pittsburgh, PA","In 2015, Simon volunteered for 412 Food Rescue by helping pick up and deliver food to a local refugee community. Since then, he's been a huge fan of the organization.  We've been fairly honest with him about the Muslim ban, and he's generally very concerned about the safety of refugees, immigrant...",Simon's birthday fundraiser: 412FR
364,"
$9,777 raised of $15,000                    ",https://www.gofundme.com/johnpfeilseason,"New York, NY","Hi. My name is Blake. I am one of three children who was co-created by a man named John Moloney Pfeil of Lockport, NY. This is John: ￼ ... he's on the left. My father. To say that my father is the man would be one thing; to say that my father is THE (note the capslock and bold font) man is anothe...",#JohnPfeilSeason
365,"
$1,445 raised of $25,000                    ",https://www.gofundme.com/4ex5k-troy-worden-legal-defense-fund,"Berkeley, CA","An Alameda County Superior Court Commissioner ordered Yvette Felarca, the controversial Berkeley middle school teacher and activist, to pay $10,000 in attorney’s fees and $1,100 in court fees for her failed attempt to get a permanent restraining order against Troy Worden, the former head of the B...",Troy Worden Legal Defense Fund
366,"
$210 raised of $275                    ",https://www.gofundme.com/addendums-grassroots-art-amp-design,"Brooklyn, NY","Hi there! I'm working on a collaborative graphic design project called Addendums Projects with the goal of mobilizing digital artists to create issue-oriented posters for progressive state-level candidates running in the U.S. midterm elections. (phew!) With such a short timeline, we're currently...",Addendums - Grassroots Art & Design
367,"
$3,610 raised of $3,000                    ",https://www.gofundme.com/29ssj5g,"Burbank, CA",Southern California Phoenix Project is aimed to re-energize the law abiding firearm owners of California!  The Phoenix Project aims to execute a strategy to tie our Constitutional Gun Right to Civil Rights at the FEDERAL LEVEL!  We aim to force our elected officials to proposed a  bill insuring o...,So Cal Phoenix Project Pro 2A Rally
368,"
$2,670 raised of $5,000                    ",https://www.gofundme.com/TaxMarchChi,"Chicago, IL","Why doesn't the President pay taxes?  Where are his tax returns?  Inspired by the last few months of protest, particularly the Women's March, we are going to relentlessly demand the President's taxes on April 15th in Downtown Chicago. We want to know who he owes money to and what foreign govermen...",Trump Tax March Chicago
369,"
$5,967 raised of $50,000                    ",https://www.gofundme.com/2jkyjjw,"Waukesha, WI","￼On Friday, August 12, 2016 Reverend Joe Angel Medina left this world to be with his Heavenly Father. To some, this may come as a shock but for his family and friends, it's the culmination of over 5 years of a series of debilitating illnesses including Dystonia, Neuropathy, Heart Disease, and a l...",Helping Pastor Joe #RIPREVJAM
370,"
$3,480 raised of $25,200                    ",https://www.gofundme.com/kickasspolitics,"Pasadena, CA","This is the crowd funding site for the KickAss Politics podcast.  KickAss Politics is hosted by Hollywood producer and Republican media strategist Ben Mathis.  With nearly a million downloads, KickAss Politics is one of the top ranked News & Politics podcasts on iTunes.  Recent guests of the show...",KickAss Politics podcast
371,"
$5,173 raised of $5,000                    ",https://www.gofundme.com/river-swim-to-rage-against-cancer,"Minneapolis, MN",summary was NoneType,River Swim for Cancer Research
372,"
$2,610 raised of $2,500                    ",https://www.gofundme.com/jvxbp3qs,"Katy, TX","I'm Felicia Cravens, and I kick doors open.  For years, as a Republican activist and tea party founder, I've spent my time opening up the political process for regular people.  I've told the stories of the process, recorded my experiences, recruited and trained people across Texas to get involved...",Fishie for National Delegate
