Unnamed: 0,created_date,goal_int,link,location,raised_int,state,summary,tag,title,year,month,weekday_name
623,"December 20, 2018",5000000.0,https://www.gofundme.com/artkidney,"Orange Park, FL",100.0,FL,"Hello. My name is Michael and I, like millions of other people, have Kidney Disease.  Before reading any further, I’d like you to know that these funds are not being raised for me but for us. While you may not have Kidney Disease or know anyone that does, I hope to appeal to your compassion and e...",rep,Artificial Kidney Research Funding,2018,12,Thursday
624,"February 14, 2018",15000.0,https://www.gofundme.com/miss-america-docu-series-pilot,"Los Angeles, CA",1826.0,CA,"￼ MISS AMERICA is a nonpartisan documentary series that profiles the untold personal stories of women in politics today.  From  first time candidates to Senators in the national spotlight, each episode will explore the stark contrast between the reality of entrenched power structures, and the asp...",rep,Miss America - Proof of Content,2018,2,Wednesday
627,"September 15, 2018",25000.0,https://www.gofundme.com/david-tulis-show,"Soddy Daisy, TN",155.0,TN,"I have been on the air for six years in Chattanooga, defending godly concepts such as marriage, free markets, God's law, the rights of the people, property, the certainty of law, equity as a principle, the claims of the Good News of Jesus Christ upon not just the individual, but upon society as a...",rep,David Tulis show,2018,9,Saturday
628,"May 27, 2018",5000.0,https://www.gofundme.com/thepeoplesconventionorg-workshop,"Sedona, AZ",830.0,AZ,Eight out of 10 Americans polled --Are dissatisfied with the way the nation is being governed (83%)  --Believe our system of government is broken—but can be fixed (81%) --Are dissatisfied with the nation’s political system (78%)  Most Americans don’t know what they can do about it. But we do! My...,rep,ThePeoplesConvention.org  Workshops,2018,5,Sunday
630,"September 16, 2018",250000.0,https://www.gofundme.com/welcome-movement,"Maywood, NJ",110.0,NJ,"The Welcome Movement is advocating major policy changes to the Republican Party to welcome immigrant and minority groups and end the political hate game of the Left and the Right. We outline a set of spiritual values common to major Faiths, including an emphasis of family, education, a work ethic...",rep,Welcome Movement,2018,9,Sunday
631,"August 8, 2017",8000.0,https://www.gofundme.com/56j8w-dental-work,"Napa, CA",540.0,CA,"I am in need of extensive dental work. I do not have  sufficient funds which has prevented me from getting them treated. This is a result several incidents, one where I tripped and fell flat on my face. If the current Republican Administration has their way, I will have no affordable way to have...",rep,dental expenses,2017,8,Tuesday
632,"May 22, 2018",4000.0,https://www.gofundme.com/RasmussenPennsylvania,"Asbury Park, NJ",2240.0,NJ,Thanks again for your participation! The Pennsylvania Senate horse race numbers have been released and are fully open to the public! Read them here:  https://bit.ly/2OD9P4Z   Results from the Pennsylvania Governor's race are also available: https://bit.ly/2xyK2Up   The goal has now been raised fo...,rep,2018 Pennsylvania Midterm Election,2018,5,Tuesday
633,"August 18, 2018",1000.0,https://www.gofundme.com/barnhurst-news,"Gilsum, NH",350.0,NH,"NOTE TO DONATERS: please leave your EMAIL IN A NOTE with your donation so you can get an invite and unlimited votes per day!  We are now in Beta testing! Register at http://159.89.203.232/BarnhurstNewsRegister-Dev/ if you've been invited!  Now that my PhD is almost complete, I am moving on to oth...",rep,Barnhurst News,2018,8,Saturday
634,"December 5, 2018",150000.0,https://www.gofundme.com/freedom-of-speech-is-under-attack,"New York, NY",160.0,NY,"I invested everything I owned to build a production team and the http://NightTalker.com  Radio Show in New York.  Just as we were gaining a significant worldwide audience, paid sponsors and close to broadcast syndication… we covered the wrong story.  That story was what many believe to have been...",rep,Freedom of Speech is Under Attack,2018,12,Wednesday
635,"May 11, 2018",9700000.0,https://www.gofundme.com/save-pres-lincoln-items-from-sale,"Chicago, IL",85.0,IL,"This gofundme page is to save President Abraham Lincoln's historical items from being sold in a private auction by donating to the Abraham Lincoln Presidential Library Foundation (ALPLF), a private 501(c)(3). According to the Lincoln library in Springfield, IL, money woes may force them to sell s...",rep,Save Pres. Lincoln Items from Sale,2018,5,Friday
636,"January 17, 2017",2500.0,https://www.gofundme.com/DirectDemocracy,"Lafayette, IN",25.0,IN,"What if I told you there is a way with ONE INITIATIVE! We can remove;  GERRYMANDERING  MONEY IN POLITICS  PARTISAN DIVIDES  CORPORATE/ELITE CONTROL  DEAFNESS OF POLITICIANS TO THE ELECTORATE  LACK OF VOTER PARTICIPATION & COMMUNITY ENGAGEMENT   PERMANENTLY PREVENT AUTHORIANTISM, PLUTOCRACY, OR OL...",rep,Let's Build A Direct Democracy!,2017,1,Tuesday
637,"August 2, 2014",1600.0,https://www.gofundme.com/MarisaservesHaitiDR,"Alameda, CA",1725.0,CA,"Aloha Family and Friends!  I started my journey to get my Doctorate of Chiropractic last July, in 2013, and I have fallen in love with the art, science and philosophy of the profession ever since! I still hold my old passions close to my heart - to increase health care access to lower income and...",rep,Chiro Mission Trip-Haiti & DR!,2014,8,Saturday
638,"November 1, 2018",2500.0,https://www.gofundme.com/letsdothis-send-liz-2-congress-now,"Baltimore, MD",100.0,MD,Help Send Liz Matory to Congress!!  We are just days away from Election Day 2018 and we need to raise funds for our last phase efforts.  Please contribute what you can so we can make a little more history and #TakeBackOurPower  www.lizmatory.com  Liz’s incumbent has been in elected office since s...,rep,#LetsDoThis Create a Congresswoman,2018,11,Thursday
639,"January 10, 2019",30000000.0,https://www.gofundme.com/help-immigrants-kids-to-find-homes,"Los Angeles, CA",120.0,CA,"IF THEY (IMMIGRANTS) CANNOT COME IN, LET’S BRING THEM HELP!   My name is Blondy Baruti. I am the Author of the book, “The Incredible True Story of Blondy Baruti. My Unlikely Journey from the Congo to Hollywood.” I am also an actor. I want to inspire the America through my life experience in the C...",rep,"Supply Tents,food,Lawyers etc for Immigrants in SB",2019,1,Thursday
640,"September 28, 2018",10000.0,https://www.gofundme.com/funds-for-kavanaugh-polygraph,"South Jordan, UT",55.0,UT,"Multiple times questions were raised asking how Ms Blasey Ford had paid for her polygraph. Her legal counsel put things to rest saying that they had paid it.   It appears that as of now, we are not going to get the opportunity to hear from Mr Mark Judge, or the other women who have said that Judg...",rep,Funds for Kavanaugh polygraph,2018,9,Friday
641,"February 11, 2019",500.0,https://www.gofundme.com/dnc-watch-in-dc,"Edmond, WV",198.0,WV,"Let's talk about transparency in the Democratic Party. The full DNC will meet this Thursday, Friday and Saturday in Washington DC.  What will happen at these ""public"" meetings?  The only way to know is to: A.  Attend the meeting yourself, OR B.  Make arrangements with the DNC to read the transcri...",rep,DNC Watch in DC,2019,2,Monday
642,"December 16, 2018",4000.0,https://www.gofundme.com/finish-brill-building-movie,"Las Vegas, NM",290.0,NM,"Six years in the making and almost finished, The Brill Building Movie (formerly ""A Chicken in Every Garage"") began when I ran in the Presidential Primary in Arizona in 2012 (as a Republican - seriously!).    Four people including three computer guys (including one quite prominent) have invested $...",rep,Finish Brill Building Movie,2018,12,Sunday
643,"November 24, 2018",25000.0,https://www.gofundme.com/chris-kolski-memorial,"Anaheim, CA",1525.0,CA,"My Dad, Chris Kolski, has been fighting prostate cancer for 4 1/2 years now. Recently it has become very difficult for him  due to the cancer spreading and he is scheduled for radiation and chemotherapy treatments.  We are unsure how his body will take the treatments. We are hoping for the best b...",rep,Chris Kolski Memorial,2018,11,Saturday
644,"December 2, 2018",35.0,https://www.gofundme.com/maga-hat-for-college-student,"Chicago, IL",25.0,IL,"As a broke, hispanic college student, it is sometimes hard to show my true Republican colors given how liberal my campus is. This hat would allow me to more easily express my support for my great president, and the great Republican Party. As a dual citizen of the US, Panama, and Costa Rica, I sup...",rep,MAGA Hat for College Student,2018,12,Sunday
646,"October 2, 2018",1600.0,https://www.gofundme.com/help-emily-get-back-to-the-dr,"Roswell, GA",125.0,GA,"Friends and family: I have the opportunity to return to the Dominican Republican to serve the people there and share the gospel. Would you please consider supporting me with your prayers? If you feel led, I am also trying to raise as much towards the $1600 cost of the trip as I can and I would gr...",rep,Help Emily get back to the DR,2018,10,Tuesday
647,"December 22, 2018",1000.0,https://www.gofundme.com/sjq369-flint-water-crisis,"Traverse City, MI",105.0,MI,"I recently saw a post about the fact that gofundme accounts had been raising millions of dollars to build the wall at the border. Another account was made for “ladders to get over the wall”, yet kids in flint, in our own country, don’t have clean drinking water. It is baffling that these accounts...",rep,Flint Water Crisis,2018,12,Saturday
648,"September 18, 2018",100.0,https://www.gofundme.com/dime-a-door-for-dems100,"Bloomington, IN",280.0,IN,"For every dime we raise, Bloomington High School South Young Democrats will knock on the door of a potential voter. Our Day of Action will be October 21st, when we’ll spend all day canvassing for several candidates running for federal and state office in Indiana. A portion of the money we raise w...",rep,Dime a Door for Dems,2018,9,Tuesday
649,"May 22, 2018",2000.0,https://www.gofundme.com/RasmussenOhio,"Asbury Park, NJ",305.0,NJ,"U.S. Senate  The incumbent: Sherrod Brown (Democrat), a former state official who then served 14 years as a U.S. congressman. Elected to the U.S. Senate in 2006, he is seeking a third term.  The challenger: Jim Renacci (Republican), a businessman and U.S. congressman since 2011. Governor:  Two-te...",rep,2018 Ohio Midterm Elections,2018,5,Tuesday
651,"December 26, 2018",1000.0,https://www.gofundme.com/government-shutdown-fundraiser,"Chandler, AZ",122.0,AZ,"This fundraiser is to compensate the 800,000 plus Federal employees affected by the partial government shutdown.  The goal is to match their salaries, until they start getting their regular paychecks.  BY DONATING $11.00 EVERY 2 WEEKS, WE CAN PAY FOR THEIR SALARIES.  The following chart illustrat...",rep,Government Shutdown Fundraiser,2018,12,Wednesday
652,"December 20, 2018",1000000.0,https://www.gofundme.com/q39ge-we-the-people-won039t-fund-the-wall,"Atlanta, GA",600.0,GA,summary was NoneType,rep,We The People Choose LEGO Bridges,2018,12,Thursday
654,"December 21, 2018",1000000.0,https://www.gofundme.com/we-the-people-will-fund-the-fight-against-poverty,"Brooklyn, NY",690.0,NY,"In a time when Americans can collectively donate almost 15 million dollars in less than 5 days for a wall, there is no excuse that the same cannot be done to help others. We exist in a time that is governed by fear and hatred, masked as patriotism. The rhetoric that has fueled our desire to creat...",rep,We The People Will Fund The Fight Against Poverty,2018,12,Friday
655,"January 16, 2019",1000.0,https://www.gofundme.com/family-and-friends-of-federal-employees,"Richmond, VA",165.0,VA,"Whether Republican or Democratic; we are all united in caring for our fellow Americans in time of need. It has been proven with every national disaster how quickly citizens come together to feed, house, and clothe each other in extreme situations.   If the current Government Shutdown doesn't affe...",rep,Family and Friends of Federal Employees,2019,1,Wednesday
