Unnamed: 0,link,location,summary,title,tag,raised,goal,created_date,goal_int,raised_int
592,https://www.gofundme.com/jrhappbg,"Charlotte, NC","My name is Emily Bryant and I am a proud Trump supporter in Charlotte NC.  I am a graduate of the University of Kentucky, Gatton College of Business and Economics.   More importantly I am the daughter, granddaughter, niece, and cousin of combat veterans and I love my country and our hero's who fi...",$100K to @WWP and @Morning_Joe bet,rep,1835,100000                    ," January 5, 2016",100000.0,1835.0
593,https://www.gofundme.com/standwithjoe2016,"Callahan, FL","Dear Friends,  Nassau County is a special place I call home; and over the last ten years I have discovered that it is truly the people that make Nassau County such a special community.  Like many average working citizens, I am concerned about the direction of our county government and the recent...",Stand With Joe For Nassau County,rep,2186,5000                    ," August 30, 2015",5000.0,2186.0
594,https://www.gofundme.com/trumpcard2020,"Coconut Creek, FL","If you have not watched the Trump Card 2020  trailer, please take the time to view it before continuing.  INTRODUCTION   I’m Peter Honoré, Director of the Trump Card 2020 Documentary. I am a devoted conservative, millennial and black Trump Supporter. We are living in unprecedented times! This is...",The Trump Card Movie #TRUMPCARD2020,rep,300,150000                    ," August 7, 2018",150000.0,300.0
595,https://www.gofundme.com/gilbert4ltgov-ar,"Little Rock, AR","Frank Gilbert is running for Lt. Gov of Arkansas, as a libertarian.    He believes in the rights and freedoms of each individual, limited Government interference, and ending the prison state created by the Clinton Crime bill, and the endless war on drugs.     Standing by his beliefs and runnin...",Frank Gilbert 4 Lt. Gov of Arkansas,rep,160,10000                    ," April 24, 2018",10000.0,160.0
596,https://www.gofundme.com/hqo4tk,"Media, PA","On Saturday, December 27, I plan to cycle the 145 miles from Independence Mall in Philadelphia to Capitol Hill in Washington, DC, arriving on December 30 just before Republicans officially take control of Congress.  I will be pulling a bicycle trailer behind me with copy (all 4,800+ pages) of the...",Sam's Climate Truth Ride,rep,3350,3500                    ," November 24, 2014",3500.0,3350.0
597,https://www.gofundme.com/bob-de-kinder-navy-vet-amp-civil-servant-funeral,"Albuquerque, NM","Robert E. De Kinder, Jr. slipped the surly bonds of earth in the early afternoon of January 16, 2019 in Las Cruces, NM, succumbing to Alzheimer’s Disease. He was born on January 18, 1935 to Lillian Mynon (née Duncan) and Robert E. De Kinder, Sr. in Chickasha, Oklahoma. He attended Chickasha Publi...","Bob De Kinder, Navy Vet & Civil Servant Funeral",rep,2900,8000                    ," February 18, 2019",8000.0,2900.0
598,https://www.gofundme.com/CPAC2014,"Sarasota, FL",Overview    Raymmar.com was invited to travel to Washington DC and cover the Conservative Political Action Conference. This means I need to come up with some quick cash to help offset the expenses involved in pulling something like this off.     As a small voice in a world of loud mouths we need...,Send Us To CPAC,rep,2178,3000                    ," February 6, 2014",3000.0,2178.0
599,https://www.gofundme.com/a-new-enhanced-standard-of-care-for-maternal-and,"Vancouver, WA",summary was NoneType,A New (enhanced) Standard of Care for Maternal and,rep,1000,1.0M                    ," November 23, 2018",1000000.0,1000.0
600,https://www.gofundme.com/aad47o,"New Castle, DE","THESE ARE PLEDGES ONLY -- for now -- on this ""all or nothing"" page.  So if the total goal is not raised, you will not be charged.  You will not be charged until August 13, 2014 if the goal is reached.  Your donation (pledge) can encourage KEVIN WADE to run for US Senate form Delaware in 2014 agai...",Draft Kevin Wade US Senate - $100 Donors,rep,2350,538200                    ," June 13, 2014",538200.0,2350.0
601,https://www.gofundme.com/a-florida-for-all-americans,"Ponte Vedra, FL","The state of Florida is in jeopardy of being destroyed by socialism in the person of Andrew Gillum, a Soros and Steyer fund socialist and activist.  If he is voted into office, his policies with destroy Florida's economy.  It is my mission to not let that happen.  To that end, I called upon the f...",A Florida for All Americans,rep,45,1000                    ," October 19, 2018",1000.0,45.0
602,https://www.gofundme.com/citizensmediatv,"Maple Shade, NJ","THe below story, with many links, can be found on our Patreon page . If you happen to be able to afford a monthly  contribution , please consider going up there. - - - - - When Citizens' Media TV started a year and a half ago, our goal was to cover the stories being ignored – no, not ignored, sup...",Support Citizens’ Media TV coverage,rep,500,5000                    ," December 22, 2017",5000.0,500.0
603,https://www.gofundme.com/dnc-watch-summer-2019,"Edmond, WV","Let's talk about transparency in the Democratic Party. Three important meetings will happen this summer. The June joint Rules and Bylaws and Executive Committee meetings in Pittsburgh, the July Rules and Bylaws in DC and the August full DNC meeting in San Francisco.  The Rules and Bylaws Committe...",DNC Watch - Summer 2019,rep,127,1500                    ," April 22, 2019",1500.0,127.0
604,https://www.gofundme.com/MeyersForUtah,"Saint George, UT","Let's send a constitutional conservative to Washington DC!  The Meyers for Congress campaign needs funding to get us through the Republican Convention on April 26th.  Donate now to help with signs, literature, travel, and booth expenses.  Meyers For Congress Facebook page",Meyers for Congress Money Bomb,rep,1770,1000                    ," March 27, 2014",1000.0,1770.0
605,https://www.gofundme.com/need-tax-help-again,"Gillett, PA","I WAS GETTING HELP FROM MEDICAID TO PAY MY MEDICARE PAYMENT WHEN I WAS OUT OF WORK THIS PAST SUMMER. I WENT ON THE PA. WEB SITE TO SEE IF I WOULD STILL QUALIFY WHEN I STARTED DRIVING SCHOOL BUS PART TIME AND ACCORDING TO THE INFO, I WOULD CONTINUE TO GET HELP. SO I SENT IN 24 PAGES OF INFO TO REA...",NEED TAX HELP AGAIN,rep,1300,2000                    ," September 23, 2018",2000.0,1300.0
606,https://www.gofundme.com/help-my-pregnant-baby-sister,"Nashua, NH","My name is Adam Levine, and my sister has nothing to do with the creation of this fundraiser. I am starting this Go Fund Me account for my baby sister Ashley. Like many fine Americans, she is currently swimming in student loan debt. She graduated college with one of those Master’s Degree things,...",HELP MY BABY SISTER,rep,125,10000                    ," April 2, 2019",10000.0,125.0
607,https://www.gofundme.com/vote4skelley,"Johnstown, PA","John Skelley is running for Cambria County Commissioner.  He is an independent Republican looking out for the interests of our region. He stands for collaboration, Not confrontation; support of our seniors because they support our neighborhoods and our growth; appreciating our veterans; respectin...",John Skelley for Commissioner,rep,2101,25000                    ," February 27, 2015",25000.0,2101.0
609,https://www.gofundme.com/mike-yacubich-ballot-initiative,"Shoreham, NY","This is a fund to help cover legal fees associated with defending the right to be on the ballot in a Republican  Primary, for the position of New York State Assembly, 2nd District.  We are being forced to pay the high cost of legal fees just to be able to give taxpayers an option on September 13t...",Mike Yacubich Ballot Initiative,rep,695,5000                    ," August 9, 2018",5000.0,695.0
611,https://www.gofundme.com/RasmussenArizona,"Asbury Park, NJ","U.S. Senate:  August 28 primary to determine candidates  Governor:  The incumbent: Doug Ducey (Republican), businessman, first elected governor in 2014.  The challenger: To be determined by Aug. 28 primary, expected to be Steve Farley (Democrat), an artist and graphic designer who is currently a...",2018 Arizona Midterm Elections,rep,580,2000                    ," May 15, 2018",2000.0,580.0
612,https://www.gofundme.com/powell-media-the-expansion,"Lock Haven, PA","Powell Media is a conservative right-wing media organization and political operation, also supporting the cause of Christianity and Western culture, founded by award-nominated journalist and Republican Party political operative Andrew Powell. Throughout our short time, we've been through a lot to...",Powell Media: The Expansion,rep,10,2500                    ," June 30, 2019",2500.0,10.0
613,https://www.gofundme.com/student-political-advocacy,"Durham, NC","Interested in making a difference in this year's election AND helping to engage students in civic education? Every election year, I try to give my students the opportunity the engage in real political advocacy. This involves everything from direct voter contact to creating shareable content on so...",Student political advocacy,rep,125,200                    ," October 30, 2018",200.0,125.0
