,funds,link,location,summary,title
278,"
$1,590 raised of $5,000                    ",https://www.gofundme.com/ld18dems-grocery-card-fundraiser,"Tempe, AZ","We're the Democrats of Legislative District 18 in Tempe, Ahwatukee, Chandler, and Mesa. We believe passionately in the importance of a strong public education system: a quality public education for every student.  And we believe that the Arizona legislature and governor have cut taxes over the pa...",LD18Dems Grocery Card Fundraiser
279,"
$20,000 raised of $20,000                    ",https://www.gofundme.com/NathanElizabeth,"Napa, CA","Press Democrat Article  Saturday, June 6 Nathan and Elizabeth were hit by a drunk driver.  We are so grateful and relieved they both made it out alive.  As Elizabeth says, ""I look at these pictures and sob, because I am so lucky that Nathan is alive"".  While Nathan is doing ""fairly well"" in the I...",Nathan and Elizabeth Recovery Fund
280,"
$3,578 raised of $10,000                    ",https://www.gofundme.com/exonereeKeithHarri,"Springfield, IL","Keith Harris needs our help.  As detailed below, Keith spent 22 years in prison as an innocent man.  After his exoneration, he lived with his identical twin brother who tragically was killed in a fire just weeks ago. Keith, who ran into the burning house in an attempt to save his brother, lost ev...",Support exoneree Keith Harris
281,"
£2,001 raised of £2,000                    ",https://www.gofundme.com/NorthSNP,"Strathpeffer, Scotland, United Kingdom","We need your help in Caithness, Sutherland and Easter Ross.   Over the next few months SNP volunteers and activists will be out canvassing and leafleting across Caithness, Sutherland and Easter Ross. We’re trying to remove a Liberal Democrat MP who rests on his laurels and supports the Tories at...",Help Beat The LibDems
282,"
$4,596 raised of $10,000                    ",https://www.gofundme.com/fired-for-stopping-gun-theft,"Elizabethtown, KY","(Dean Crouch) was placed on suspension in the days after the incident amid a policy that prohibits employees from placing their hands on customers while they’re in the store. Crouch lost his job on Tuesday, he said, adding that his client had been “suspended and terminated for preventing this thi...",Fired for stopping gun theft
283,"
$640 raised of $1,500                    ",https://www.gofundme.com/help-tatiana-fight-fascism,"Fort Lee, NJ","The Cause   The Resistance is what I live for.  My current focus, much like yours, I imagine, is driving out the malevolent Trump/Pence regime, and my ethics, conscience, and love for humanity demand I dedicate the full strength of my abilities, my passion, and my life to this Cause...  ...but th...",Help Tatiana Fight Fascism!
284,"
$2,455 raised of $4,400                    ",https://www.gofundme.com/records-request-tommy-hunter-emails,"Norcross, GA","Indivisible GA-7, mostly in Gwinnett County, is a group focused on good government. While most of our efforts are to put pressure on our Congressmen (and we are) we have a serious issue in our own back yard with County Commissioner Tommy Hunter.  For those of unfamiliar with the issue, Gwinnett C...",Records Request Tommy Hunter Emails
285,"
$155 raised of $5,000                    ",https://www.gofundme.com/Urgent-Cause---Save-California,"Squaw Valley, CA","Hello Patriots! My name is Walt Smith and I have lived in California almost my entire life. I have had the privilege to grow up in this state at a time when there was some sanity. The middle class flourished,  jobs were plenty, housing was affordable and our politics were a combination of sane an...",Urgent Cause - Save California
286,"
$2,179 raised of $4,000                    ",https://www.gofundme.com/BernieNatDelegate,"Hawarden, IA","Jesica Butler is a BERNIE SANDERS NATIONAL DELEGATE -   She was/is the most active, most passionate, most deserving SUPER volunteer to represent Bernie Sanders at the Democratic National Convention. PROOF OF SANDERS DELEGATE:  IOWA DISTRICT 4 - CLICK HERE!   WHY SUPPORT HER?   Since nearly the be...",Send Jesica Butler to DNC 4 Bernie
287,"
$11,852 raised of $20,000                    ",https://www.gofundme.com/toys-for-tornillo,"New York, NY","XORJE OLIVARES AND HEYXORJE.COM EXTEND CAMPAIGN WITH REFUGEE SERVICES OF TEXAS TO ASSIST DISPLACED PERSONS AT THE U.S.-MEXICO BORDER  “Not Just a Toy Campaign”  As Trump stomps, hollers, and threatens us with the ultimatum of either building a wall or shutting the border completely (that is until...",Not Just A Toy
288,"
$15,555 raised of $10,000                    ",https://www.gofundme.com/2det7b8,"Rohnert Park, CA","Sarah Mollwitz lost her life on July 7th, 2016.  She was 40 years old and leaves behind a loving husband, Adam, three sons, Jacob age 17, Isaac age 10 and Nathan age 8 along with two foster children Izaiah age 17 and Alissa age 15 both longstanding members of the household.   In the wake of this...",Support the Mollwitz Family
289,"
$2,630 raised of $10,000                    ",https://www.gofundme.com/tornado-home-recovery-efforts,"Centreville, MS","We are a family of four with two small boys, ages 5 and 10. On April 7th, my husband, Peter ""Rudy"" Lollis and I, lost our home and all of its contents to a damaging tornado in Wilkinson County, MS. There was also damage to vehicles. Luckily, we were away from our home, but we are now in the proce...",Tornado Home Recovery Efforts
290,"
$3,265 raised of $4,800                    ",https://www.gofundme.com/dnc-summer-internship,"Chapel Hill, NC","Hello!  My name is Rachel Allen.  From the time I was in high school in Hendersonville, NC,  social activism has been an important part of my life. I have advocated for gender equality and coordinated campus protests against hate symbols and for women's rights. I am currently a junior at UNC Chap...",DNC Summer Internship
291,"
$475 raised of $850                    ",https://www.gofundme.com/ZachDNCChi,"Stockton, CA","My name is Zach Denney. I’m a millennial activist and organizer in the Democratic Party, a Vice Chair of the Progressive Caucus of the California Democratic Party, and a proud democratic socialist. One of the major issues that I, along with many other Democrats, have had with the Party is the exi...",Help Zach get to Chicago!
292,"
$8,589 raised of $25,000                    ",https://www.gofundme.com/future-of-gun-safety-david,"Houston, TX","***UPDATE  2/28/2019*** I am so grateful to the people who believe in me and my future.  Firstly, THANK YOU to everyone who has contributed so far.    In a few days, I will be traveling to Washington, D.C. for my high-school senior year, spring internship. I am thrilled to be interning for my Con...",Future of Gun Safety - David's College Fund
293,"
$2,550 raised of $2,500                    ",https://www.gofundme.com/28cr5c4,"Vancouver, WA","Hello friends and family! My name is Tabby and I have been elected as a national delegate for Bernie Sanders! I need your help to get to Philadelphia this July for the National Democratic Convention to represent you, my community, and Bernie!  For nearly ten years I have been serving my community...",WA State National Bernie Delegate
294,"
$3,932 raised of $10,000                    ",https://www.gofundme.com/Searching-for-Occupy,"Austin, TX","Searching for Occupy    By Crystal Zevon  Last year, after years of signing Internet petitions and not seeing anything change, I embraced the Occupy movement.  I lived in a tent in the middle of Washington D.C. for 4 months. Through snowstorms and harassment of every sort, we formed a community a...",Searching for Occupy
295,"
$1,700 raised of $2,800                    ",https://www.gofundme.com/2oyl3nw,"Memphis, TN","Jason Sasser, who has Cerebral Palsy, has a life long dream to become a Black Belt. He has had a hard time finding anyone who is willing to teach him. He was able to reach a yellow belt with a previous instructor. We, at Southwind Taekwondo would love to help him make his dream come true. We woul...",Help Jason Sasser Get His Black Belt
296,"
$6,295 raised of $5,000                    ",https://www.gofundme.com/kellymorgan,"Little Rock, AR","Kelly Morgan was involved in a multiple car accident on Thursday, April 30th as she was leaving work at the Arkansas Democrat-Gazette and headed home to Sheridan to her boys, Austin and Aaron and fiance Scott.  We have set up this page to help raise money for her and her family to access when nee...",Kelly (Buck) Morgan
